,,,,,,,,,,,
,,,,,,,,,,,
Customers Table,,,,,,,,,,,Managed by : Ajith Sinha
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
Customer ID,Policy Holder Name,Gender,Age at Entry,Current Age,Occupation,Smoker Status,Medical Exam Required,Nationality,State,,
CUST-912343,Mishti Goel,Male,33,50,Probation officer,Yes,Yes,India,Rajasthan,,
CUST-808993,Indrans Viswanathan,Male,52,56,Textile designer,Yes,Yes,India,Rajasthan,,
CUST-315369,Purab Baria,Male,20,25,"Scientist, research (medical)",Yes,Yes,India,Rajasthan,,
CUST-169126,Kiara Dass,Male,20,21,"Administrator, sports",No,Yes,India,Rajasthan,,
CUST-605984,Vanya Rastogi,Male,20,25,"Scientist, audiological",Yes,Yes,India,Rajasthan,,
CUST-742571,Biju Loyal,Male,48,55,Purchasing manager,No,Yes,India,Rajasthan,,
CUST-378976,Shalv Dugal,Male,60,71,Customer service manager,No,Yes,India,Rajasthan,,
CUST-598040,Yasmin Deshmukh,Male,51,59,Theme park manager,Yes,Yes,India,Rajasthan,,
CUST-766911,Ivan Ranganathan,Male,21,23,Plant breeder/geneticist,No,Yes,India,Rajasthan,,
CUST-767202,Manjari Kant,Male,40,65,"Radiographer, therapeutic",Yes,Yes,India,Rajasthan,,
CUST-988266,Aarav Dash,Male,53,66,Financial manager,Yes,Yes,India,Rajasthan,,
CUST-568086,Jivin Sami,Male,22,38,Facilities manager,No,Yes,India,Rajasthan,,
CUST-125697,Jayesh Shanker,Male,49,68,"Psychologist, occupational",No,No,India,Rajasthan,,
CUST-769329,Advik Ghosh,Male,54,56,Exercise physiologist,No,No,India,Rajasthan,,
CUST-912210,Rati Anne,Male,36,54,Acupuncturist,No,No,India,Rajasthan,,
CUST-289930,Tiya Swamy,Male,27,34,Ceramics designer,Yes,No,India,Rajasthan,,
CUST-269721,Anvi Gara,Male,20,22,Planning and development surveyor,No,No,India,Rajasthan,,
CUST-811405,Anika Ratti,Male,35,53,Regulatory affairs officer,No,No,India,Rajasthan,,
CUST-226463,Yuvaan Ramanathan,Male,37,56,"Producer, radio",No,No,India,Rajasthan,,
CUST-311630,Anika Bandi,Male,59,72,Press sub,No,No,India,Rajasthan,,
CUST-743368,Yakshit Bose,Male,38,59,Set designer,No,No,India,Rajasthan,,
CUST-239833,Vanya Raman,Male,23,39,Insurance risk surveyor,No,No,India,Rajasthan,,
CUST-938378,Eshani Ramesh,Male,30,49,Water engineer,Yes,No,India,Rajasthan,,
CUST-742565,Pranay Brar,Male,39,55,Freight forwarder,No,No,India,Rajasthan,,
CUST-465577,Arnav Issac,Male,60,67,Theatre stage manager,No,No,India,Rajasthan,,
CUST-923470,Aaina Issac,Male,34,58,Dance movement psychotherapist,Yes,No,India,Rajasthan,,
CUST-443385,Jivika Rana,Male,20,36,Research scientist (physical sciences),Yes,No,India,Rajasthan,,
CUST-842693,Farhan Barad,Male,23,35,Phytotherapist,Yes,No,India,Rajasthan,,
CUST-290151,Emir Aurora,Male,20,45,Economist,No,No,India,Rajasthan,,
CUST-264370,Nirvi Borah,Male,39,60,"Development worker, international aid",No,No,India,Rajasthan,,
CUST-752482,Mamooty Sarin,Male,33,56,"Buyer, retail",Yes,No,India,Rajasthan,,
CUST-491961,Chirag Johal,Male,59,66,"Engineer, drilling",No,No,India,Rajasthan,,
CUST-379789,Lakshay Guha,Male,58,80,Television/film/video producer,No,No,India,Rajasthan,,
CUST-867233,Pari Salvi,Male,52,76,Dealer,No,No,India,Rajasthan,,
CUST-707205,Faiyaz Jaggi,Male,34,59,"Radiographer, diagnostic",No,No,India,Rajasthan,,
CUST-726462,Keya Hora,Male,46,57,Proofreader,No,No,India,Rajasthan,,
CUST-994464,Ishita Kalita,Male,42,56,Computer games developer,Yes,No,India,Rajasthan,,
CUST-406787,Miraya Sodhi,Male,35,60,Technical sales engineer,No,No,India,Rajasthan,,
CUST-468753,Krish Seshadri,Male,35,37,Radiation protection practitioner,Yes,No,India,Rajasthan,,
CUST-737697,Taimur Ramakrishnan,Male,59,66,"Conservator, museum/gallery",No,No,India,Rajasthan,,
CUST-838906,Divyansh Bhatt,Male,30,36,Radio producer,Yes,No,India,Rajasthan,,
CUST-749670,Shamik Chaudhary,Male,22,39,Chief of Staff,Yes,No,India,Rajasthan,,
CUST-488924,Tushar Bawa,Male,44,46,Commercial/residential surveyor,Yes,No,India,Rajasthan,,
CUST-155315,Tara Talwar,Male,18,39,Theme park manager,Yes,No,India,Rajasthan,,
CUST-732130,Kimaya Datta,Male,57,78,Claims inspector/assessor,No,No,India,Rajasthan,,
CUST-997262,Ehsaan Ramachandran,Male,28,39,Structural engineer,No,No,India,Rajasthan,,
CUST-721821,Prerak Ratta,Male,33,39,"Development worker, international aid",Yes,No,India,Rajasthan,,
CUST-370746,Nayantara Rajagopalan,Male,32,42,Sports therapist,Yes,No,India,Rajasthan,,
CUST-784042,Samar Bhalla,Male,34,56,Holiday representative,Yes,No,India,Rajasthan,,
CUST-131708,Shayak Hegde,Male,57,65,Race relations officer,No,No,India,Rajasthan,,
CUST-844697,Chirag Gulati,Male,41,53,Statistician,No,No,India,Rajasthan,,
CUST-517685,Aarna Bhavsar,Male,28,37,Geochemist,No,No,India,Rajasthan,,
CUST-474855,Ehsaan Mani,Male,22,25,Private music teacher,No,No,India,Rajasthan,,
CUST-507183,Jayant Srivastava,Male,54,66,"Nurse, children's",Yes,No,India,Rajasthan,,
CUST-479873,Siya Chopra,Male,21,28,"Physicist, medical",Yes,No,India,Rajasthan,,
CUST-339258,Rati Kaul,Male,43,50,Research scientist (maths),Yes,No,India,Rajasthan,,
CUST-735719,Aayush Andra,Male,49,70,Science writer,Yes,No,India,Rajasthan,,
CUST-644006,Nitya Sarin,Male,47,66,Geochemist,No,No,India,Rajasthan,,
CUST-534985,Chirag Gopal,Male,32,37,Learning disability nurse,No,No,India,Rajasthan,,
CUST-527972,Kartik Shanker,Male,56,73,Dancer,Yes,No,India,Rajasthan,,
CUST-671079,Shamik Singhal,Male,25,31,Records manager,No,No,India,Rajasthan,,
CUST-969245,Alisha Virk,Male,31,48,Market researcher,No,No,India,Rajasthan,,
CUST-485232,Indrajit Bhargava,Male,42,45,Arts administrator,Yes,No,India,Rajasthan,,
CUST-373754,Yuvaan Buch,Male,31,46,"Engineer, civil (consulting)",Yes,No,India,Rajasthan,,
CUST-377637,Lakshay Balay,Male,52,66,Art therapist,No,No,India,Rajasthan,,
CUST-910500,Shamik Kapoor,Male,36,55,Psychotherapist,No,No,India,Rajasthan,,
CUST-165610,Kabir Tandon,Male,47,53,Financial trader,No,No,India,Rajasthan,,
CUST-611796,Jivin Shanker,Male,41,55,Jewellery designer,No,No,India,Rajasthan,,
CUST-523173,Jayant Chandra,Male,25,38,Tax adviser,Yes,No,India,Rajasthan,,
CUST-859642,Advika Tiwari,Male,21,31,Publishing copy,Yes,No,India,Rajasthan,,
CUST-214502,Advika Saini,Male,56,70,"Chemist, analytical",Yes,No,India,Rajasthan,,
CUST-853258,Madhav Swamy,Male,19,31,Dentist,No,No,India,Rajasthan,,
CUST-944487,Aaina Sur,Male,33,52,Pharmacologist,No,No,India,Rajasthan,,
CUST-499765,Romil Mallick,Male,48,53,Games developer,No,No,India,Rajasthan,,
CUST-382533,Neysa Edwin,Male,29,32,Biomedical scientist,No,No,India,Rajasthan,,
CUST-954497,Sumer Chahal,Male,41,66,Clinical biochemist,No,No,India,Rajasthan,,
CUST-976690,Arhaan Shroff,Male,51,68,Broadcast engineer,Yes,No,India,Rajasthan,,
CUST-206046,Vedika Rege,Male,25,39,Occupational hygienist,Yes,No,India,Rajasthan,,
CUST-129147,Raunak Sandhu,Male,44,52,Marketing executive,No,No,India,Rajasthan,,
CUST-552497,Raghav Kala,Male,24,26,Charity fundraiser,Yes,No,India,Rajasthan,,
CUST-298785,Miraya Comar,Male,19,36,"Radiographer, therapeutic",Yes,No,India,Rajasthan,,
CUST-317989,Lavanya Grover,Male,38,63,Management consultant,Yes,No,India,Rajasthan,,
CUST-173819,Saanvi Sachdeva,Male,59,67,Stage manager,No,No,India,Rajasthan,,
CUST-397680,Dishani Tara,Male,41,51,Haematologist,Yes,No,India,Rajasthan,,
CUST-225644,Nitya Bal,Male,43,68,Network engineer,Yes,No,India,Rajasthan,,
CUST-791133,Aradhya Sane,Male,47,49,Chief Executive Officer,Yes,No,India,Rajasthan,,
CUST-803269,Vardaniya Soni,Male,28,38,Sports development officer,Yes,No,India,Rajasthan,,
CUST-562333,Madhup Sule,Male,59,77,Planning and development surveyor,No,No,India,Rajasthan,,
CUST-973528,Nitara Choudhury,Male,31,56,Speech and language therapist,Yes,No,India,Rajasthan,,
CUST-447322,Inaaya  Dugal,Male,54,63,"Designer, television/film set",No,No,India,Rajasthan,,
CUST-471845,Prisha Joshi,Male,52,59,"Designer, multimedia",No,No,India,Rajasthan,,
CUST-352229,Anika Sarraf,Male,51,70,Actuary,No,No,India,Rajasthan,,
CUST-721097,Tara Mand,Male,47,52,Scientific laboratory technician,No,No,India,Rajasthan,,
CUST-910970,Pari Jha,Male,19,33,Financial controller,No,No,India,Rajasthan,,
CUST-654321,Inaaya  Bhandari,Male,24,47,Production engineer,No,No,India,Rajasthan,,
CUST-925942,Faiyaz Bhatti,Male,48,51,Naval architect,Yes,No,India,Rajasthan,,
CUST-144068,Aradhya Mani,Male,35,53,Actor,Yes,No,India,Rajasthan,,
CUST-461045,Arhaan Verma,Male,60,85,"Engineer, electrical",No,No,India,Rajasthan,,
CUST-961476,Shalv Chaudhuri,Male,27,40,Comptroller,Yes,No,India,Rajasthan,,
CUST-646683,Oorja Master,Male,35,50,"Engineer, building services",Yes,No,India,Chandigarh,,
CUST-856073,Inaaya  Batra,Male,31,41,Cartographer,Yes,No,India,Chandigarh,,
CUST-983832,Hunar Thakur,Male,59,75,Accommodation manager,Yes,Yes,India,Chandigarh,,
CUST-239351,Ryan Dey,Male,21,46,"Engineer, electronics",Yes,No,India,Chandigarh,,
CUST-301689,Raunak Roy,Male,34,36,Chiropractor,Yes,Yes,India,Chandigarh,,
CUST-897141,Shray Bhakta,Male,24,44,Printmaker,Yes,No,India,Chandigarh,,
CUST-579530,Eva Barad,Male,57,66,Food technologist,Yes,Yes,India,Chandigarh,,
CUST-764141,Riya Krishna,Male,21,43,Museum/gallery conservator,Yes,Yes,India,Chandigarh,,
CUST-720317,Neysa Venkatesh,Male,46,50,"Engineer, materials",Yes,No,India,Chandigarh,,
CUST-374915,Rania Goswami,Male,22,45,Call centre manager,Yes,No,India,Chandigarh,,
CUST-223485,Riya Shankar,Male,44,69,Marketing executive,Yes,Yes,India,Chandigarh,,
CUST-748934,Renee Kakar,Male,57,70,"Education officer, museum",Yes,Yes,India,Chandigarh,,
CUST-972094,Divij Halder,Male,41,60,Fashion designer,Yes,No,India,Chandigarh,,
CUST-459115,Vaibhav Sane,Male,32,55,Economist,Yes,No,India,Chandigarh,,
CUST-227820,Armaan Dhingra,Male,49,68,Land/geomatics surveyor,Yes,Yes,India,Chandigarh,,
CUST-368207,Armaan Tandon,Male,56,76,Learning disability nurse,Yes,Yes,India,Chandigarh,,
CUST-816240,Gokul Chander,Male,54,59,Planning and development surveyor,Yes,No,India,Chandigarh,,
CUST-326575,Anahita Gara,Male,53,63,Physiotherapist,Yes,Yes,India,Chandigarh,,
CUST-240546,Divyansh Lalla,Male,33,58,Systems developer,Yes,No,India,Chandigarh,,
CUST-134500,Kashvi Char,Male,35,52,"Editor, magazine features",Yes,No,India,Chandigarh,,
CUST-657702,Elakshi Lalla,Male,40,52,"Surveyor, insurance",Yes,No,India,Chandigarh,,
CUST-411359,Vidur Sachar,Male,46,60,Administrator,Yes,Yes,India,Chandigarh,,
CUST-838345,Kavya Hora,Male,47,52,Midwife,Yes,No,India,Chandigarh,,
CUST-529038,Pihu Dhillon,Male,44,60,Accounting technician,Yes,No,India,Chandigarh,,
CUST-723933,Bhavin Roy,Male,23,28,"Engineer, petroleum",Yes,Yes,India,Chandigarh,,
CUST-374068,Manikya Toor,Male,46,65,International aid/development worker,Yes,No,India,Chandigarh,,
CUST-201946,Aarush Sachdev,Male,35,49,Occupational hygienist,Yes,Yes,India,Chandigarh,,
CUST-410954,Zeeshan Chaudhuri,Male,53,76,"Engineer, maintenance (IT)",Yes,Yes,India,Chandigarh,,
CUST-487006,Jayant Khosla,Male,31,39,Herpetologist,Yes,No,India,Chandigarh,,
CUST-264634,Raghav Venkatesh,Male,24,25,"Scientist, product/process development",Yes,Yes,India,Chandigarh,,
CUST-196603,Miraan Dara,Male,34,53,Geophysical data processor,Yes,No,India,Chandigarh,,
CUST-805359,Piya Sule,Male,53,56,"Journalist, newspaper",Yes,Yes,India,Chandigarh,,
CUST-171980,Anahi Sane,Male,46,53,Location manager,Yes,No,India,Chandigarh,,
CUST-246828,Lakshay Sidhu,Male,30,42,Pathologist,Yes,Yes,India,Chandigarh,,
CUST-174674,Kartik Jha,Male,20,24,"Scientist, physiological",Yes,No,India,Chandigarh,,
CUST-120291,Aarush Chatterjee,Male,50,54,"Therapist, occupational",Yes,No,India,Chandigarh,,
CUST-386754,Vidur Ramanathan,Male,24,48,Local government officer,Yes,Yes,India,Chandigarh,,
CUST-149755,Sara Varty,Male,31,50,Product manager,Yes,Yes,India,Chandigarh,,
CUST-415379,Zeeshan Edwin,Male,28,37,"Surveyor, quantity",Yes,No,India,Chandigarh,,
CUST-568953,Miraan Butala,Male,41,54,Tourism officer,Yes,No,India,Chandigarh,,
CUST-308499,Jhanvi Baria,Male,42,65,"Engineer, drilling",Yes,No,India,Chandigarh,,
CUST-566215,Mamooty Mandal,Male,43,54,Newspaper journalist,Yes,No,India,Chandigarh,,
CUST-718136,Reyansh Batta,Male,20,43,Ergonomist,Yes,Yes,India,Chandigarh,,
CUST-169385,Jayesh Behl,Male,28,46,Fashion designer,Yes,Yes,India,Chandigarh,,
CUST-364643,Zeeshan Dhar,Male,18,40,"Research officer, trade union",Yes,Yes,India,Chandigarh,,
CUST-725576,Pranay Bains,Male,31,50,"Civil engineer, contracting",Yes,No,India,Chandigarh,,
CUST-512112,Baiju Loyal,Male,30,39,"Scientist, research (physical sciences)",Yes,Yes,India,Chandigarh,,
CUST-251748,Renee Ben,Male,52,67,Estate manager/land agent,Yes,No,India,Chandigarh,,
CUST-803049,Shlok Vig,Male,46,50,"Conservator, museum/gallery",Yes,Yes,India,Chandigarh,,
CUST-202154,Madhav Khosla,Male,24,49,Engineering geologist,Yes,Yes,India,Chandigarh,,
CUST-615072,Nishith Singh,Male,55,58,Warehouse manager,Yes,Yes,India,Chandigarh,,
CUST-380742,Taran Dugar,Male,26,31,Systems analyst,Yes,No,India,Chandigarh,,
CUST-947406,Pari Kant,Male,56,73,Tour manager,Yes,Yes,India,Chandigarh,,
CUST-687426,Diya Sibal,Male,49,67,Field seismologist,Yes,No,India,Chandigarh,,
CUST-544980,Madhup Garde,Male,60,78,"Loss adjuster, chartered",Yes,No,India,Chandigarh,,
CUST-843345,Faiyaz Keer,Male,51,73,Chief Operating Officer,Yes,Yes,India,Chandigarh,,
CUST-646881,Vaibhav Kunda,Male,27,48,Diplomatic Services operational officer,Yes,Yes,India,Chandigarh,,
CUST-566293,Onkar Raja,Male,18,19,Proofreader,Yes,Yes,India,Chandigarh,,
CUST-974270,Kiara Ganesan,Male,58,64,Animator,Yes,No,India,Chandigarh,,
CUST-746362,Yashvi Vohra,Male,42,57,Sales promotion account executive,Yes,No,India,Chandigarh,,
CUST-167669,Darshit Rajan,Male,53,66,Sport and exercise psychologist,Yes,Yes,India,Chandigarh,,
CUST-301093,Purab Toor,Male,52,73,Health and safety adviser,Yes,Yes,India,Chandigarh,,
CUST-990110,Charvi Sinha,Male,36,55,Landscape architect,Yes,No,India,Chandigarh,,
CUST-362859,Kartik Wagle,Male,32,47,"Solicitor, Scotland",Yes,Yes,India,Chandigarh,,
CUST-641909,Kaira Sachar,Male,23,41,Aeronautical engineer,Yes,No,India,Chandigarh,,
CUST-678775,Saksham Varkey,Male,38,57,Speech and language therapist,Yes,No,India,Chandigarh,,
CUST-412732,Mishti Dass,Male,37,53,"Conservator, furniture",Yes,No,India,Chandigarh,,
CUST-838897,Nitara Master,Male,56,59,Cabin crew,Yes,Yes,India,Chandigarh,,
CUST-531137,Biju Viswanathan,Male,46,65,"Therapist, music",Yes,No,India,Chandigarh,,
CUST-271044,Nakul Bahl,Male,28,53,Corporate investment banker,Yes,No,India,Chandigarh,,
CUST-879097,Tushar Raja,Male,49,53,Fish farm manager,Yes,Yes,India,Chandigarh,,
CUST-912961,Anay Lalla,Male,34,55,Quarry manager,Yes,Yes,India,Chandigarh,,
CUST-320523,Jayan Zacharia,Male,35,57,Diagnostic radiographer,Yes,Yes,India,Chandigarh,,
CUST-987785,Hrishita Kashyap,Male,22,29,Biomedical scientist,Yes,Yes,India,Chandigarh,,
CUST-774043,Heer Sharma,Male,37,47,"Surveyor, commercial/residential",Yes,Yes,India,Chandigarh,,
CUST-499954,Tiya Dave,Male,23,25,Regulatory affairs officer,Yes,No,India,Chandigarh,,
CUST-549038,Rania Grewal,Male,43,60,"Therapist, sports",Yes,Yes,India,Chandigarh,,
CUST-143531,Akarsh Sha,Male,53,73,Careers adviser,No,Yes,India,Chandigarh,,
CUST-333803,Nayantara Thaman,Male,19,40,"Embryologist, clinical",No,Yes,India,Chandigarh,,
CUST-103300,Baiju Dhawan,Male,46,47,Geographical information systems officer,No,No,India,Chandigarh,,
CUST-328989,Aarush Mani,Male,49,60,Television/film/video producer,No,Yes,India,Chandigarh,,
CUST-518550,Himmat Mammen,Male,25,31,"Clinical scientist, histocompatibility and immunogenetics",No,No,India,Chandigarh,,
CUST-808750,Aarav Garg,Male,43,66,Pathologist,No,No,India,Chandigarh,,
CUST-230088,Fateh Badami,Male,34,49,Clinical psychologist,No,Yes,India,Chandigarh,,
CUST-789033,Rhea Dalal,Male,47,54,"Administrator, Civil Service",No,No,India,Chandigarh,,
CUST-773375,Vihaan Ravel,Male,49,51,"Engineer, technical sales",No,Yes,India,Chandigarh,,
CUST-761056,Ahana  Dugal,Male,55,63,Arts administrator,No,No,India,Chandigarh,,
CUST-245381,Sumer Dass,Male,22,41,"Loss adjuster, chartered",No,No,India,Chandigarh,,
CUST-481758,Azad Basu,Male,24,39,Forensic scientist,No,Yes,India,Chandigarh,,
CUST-931109,Romil Wason,Male,38,60,Adult guidance worker,No,Yes,India,Chandigarh,,
CUST-331585,Rasha Bava,Male,50,69,Dancer,No,No,India,Chandigarh,,
CUST-451176,Pranay Ganguly,Male,57,80,Sport and exercise psychologist,No,No,India,Chandigarh,,
CUST-283046,Advik Sahota,Male,49,63,"Pharmacist, community",No,Yes,India,Chandigarh,,
CUST-957577,Arnav Tella,Male,36,45,Financial planner,No,No,India,Chandigarh,,
CUST-470925,Vidur Barad,Male,53,58,Arts administrator,No,No,India,Chandigarh,,
CUST-706885,Abram Mandal,Male,49,74,"Investment banker, operational",No,No,India,Chandigarh,,
CUST-783192,Miraya Hayre,Male,60,63,"Geologist, engineering",No,No,India,Chandigarh,,
CUST-714750,Taran Gade,Male,39,54,Sub,No,Yes,India,Chandigarh,,
CUST-924215,Neelofar Bhasin,Male,38,54,Licensed conveyancer,No,No,India,Chandigarh,,
CUST-571614,Reyansh Ghosh,Male,35,45,English as a second language teacher,No,Yes,India,Chandigarh,,
CUST-380914,Oorja Lal,Male,48,66,Diplomatic Services operational officer,No,Yes,India,Chandigarh,,
CUST-997087,Mahika Joshi,Male,42,44,"Programme researcher, broadcasting/film/video",No,Yes,India,Chandigarh,,
CUST-972376,Tara Raval,Male,23,42,Community development worker,No,No,India,Chandigarh,,
CUST-781920,Seher Walla,Male,25,35,"Therapist, speech and language",No,No,India,Chandigarh,,
CUST-591839,Samaira Grewal,Male,54,55,Commercial/residential surveyor,No,No,India,Chandigarh,,
CUST-828071,Taran Kade,Male,31,55,Further education lecturer,No,Yes,India,Chandigarh,,
CUST-557017,Zaina Srinivas,Male,57,67,"Engineer, control and instrumentation",No,Yes,India,Chandigarh,,
CUST-239753,Sumer Kulkarni,Male,26,34,Network engineer,No,No,India,Chandigarh,,
CUST-762208,Ojas Doctor,Male,20,21,Surgeon,No,Yes,India,Chandigarh,,
CUST-315137,Akarsh Saini,Male,60,79,Ophthalmologist,No,No,India,Chandigarh,,
CUST-117272,Yashvi Magar,Male,58,76,"Scientist, audiological",No,Yes,India,Chandigarh,,
CUST-117026,Dhanuk Dhingra,Male,55,59,"Accountant, chartered certified",No,No,India,Chandigarh,,
CUST-735562,Purab Seshadri,Male,37,59,Training and development officer,No,Yes,India,Chandigarh,,
CUST-751840,Damini Manne,Male,42,64,Broadcast journalist,No,Yes,India,Chandigarh,,
CUST-354122,Lakshit Gour,Male,44,66,Print production planner,No,No,India,Chandigarh,,
CUST-846300,Manikya Apte,Male,30,40,Theatre manager,No,Yes,India,Chandigarh,,
CUST-325102,Hazel Jhaveri,Male,31,52,General practice doctor,No,Yes,India,Chandigarh,,
CUST-450793,Fateh Thakkar,Male,36,58,Advertising account executive,No,Yes,India,Chandigarh,,
CUST-956020,Saksham Kalita,Male,52,62,Archaeologist,No,No,India,Chandigarh,,
CUST-881849,Yuvraj  Krishnamurthy,Male,54,71,Biomedical engineer,No,No,India,Chandigarh,,
CUST-910607,Tanya Virk,Male,60,84,Clinical cytogeneticist,No,No,India,Chandigarh,,
CUST-342945,Kismat Singh,Male,46,57,Product manager,No,Yes,India,Chandigarh,,
CUST-220913,Chirag Reddy,Male,23,43,Medical laboratory scientific officer,No,Yes,India,Chandigarh,,
CUST-445937,Shayak Bath,Male,20,31,"Engineer, manufacturing",No,Yes,India,Chandigarh,,
CUST-779444,Manjari Rau,Male,60,78,Translator,No,No,India,Chandigarh,,
CUST-239698,Taran Acharya,Male,40,56,Theatre director,No,Yes,India,Chandigarh,,
CUST-843257,Kartik Gara,Male,35,45,Management consultant,No,No,India,Chandigarh,,
CUST-219797,Jhanvi Chahal,Male,56,63,"Engineer, maintenance (IT)",No,No,India,Chandigarh,,
CUST-183470,Tushar Subramaniam,Male,37,57,Retail banker,No,Yes,India,Chandigarh,,
CUST-252974,Devansh Mannan,Male,56,76,Colour technologist,No,Yes,India,Chandigarh,,
CUST-877147,Vritika Subramanian,Male,47,61,Ambulance person,No,Yes,India,Chandigarh,,
CUST-166511,Ayesha Kalla,Male,46,49,Camera operator,No,Yes,India,Chandigarh,,
CUST-423492,Indrajit Deshmukh,Male,39,42,"Programmer, multimedia",No,No,India,Chandigarh,,
CUST-134034,Kanav Devan,Male,60,72,Immigration officer,No,No,India,Chandigarh,,
CUST-118959,Ishaan Kalita,Male,51,73,Advertising copywriter,No,Yes,India,Chandigarh,,
CUST-869269,Biju Devi,Male,43,55,Chemical engineer,No,No,India,Chandigarh,,
CUST-678854,Nitya Chander,Male,58,59,Fitness centre manager,No,Yes,India,Chandigarh,,
CUST-539209,Azad Kulkarni,Male,44,51,Pathologist,No,No,India,Chandigarh,,
CUST-737056,Ivan Golla,Male,59,76,"Surveyor, land/geomatics",No,No,India,Chandigarh,,
CUST-979802,Heer Dutta,Male,53,62,"Designer, ceramics/pottery",No,Yes,India,Chandigarh,,
CUST-868780,Eva Chopra,Male,58,65,"Engineer, water",No,No,India,Chandigarh,,
CUST-968029,Zoya Sane,Male,54,62,Insurance account manager,No,Yes,India,Chandigarh,,
CUST-737773,Azad Bhat,Male,37,40,"Teacher, early years/pre",No,Yes,India,Chandigarh,,
CUST-812155,Neysa Dara,Male,21,42,"Investment banker, operational",No,No,India,Chandigarh,,
CUST-783356,Priyansh Dora,Male,41,61,Magazine features editor,No,No,India,Chandigarh,,
CUST-499155,Navya Ramaswamy,Male,21,39,Merchant navy officer,No,No,India,Chandigarh,,
CUST-403178,Ela Contractor,Male,39,47,"Conservator, furniture",No,Yes,India,Chandigarh,,
CUST-639959,Arhaan Ramakrishnan,Male,21,36,"Psychologist, counselling",No,Yes,India,Chandigarh,,
CUST-299685,Kismat Bath,Male,60,79,Event organiser,No,No,India,Chandigarh,,
CUST-552222,Kimaya Krishnamurthy,Male,45,57,Oncologist,No,Yes,India,Chandigarh,,
CUST-669252,Riya Lala,Male,48,54,"Conservator, furniture",No,No,India,Chandigarh,,
CUST-924119,Jiya Das,Male,44,59,Best boy,No,No,India,Chandigarh,,
CUST-158013,Madhup Bail,Male,22,26,Commercial horticulturist,No,No,India,Chandigarh,,
CUST-548180,Nitara Jani,Male,37,50,"Lighting technician, broadcasting/film/video",No,No,India,Chandigarh,,
CUST-854065,Suhana Madan,Male,54,66,Race relations officer,No,No,India,Chandigarh,,
CUST-477403,Yashvi Goda,Male,27,45,Market researcher,No,Yes,India,Chandigarh,,
CUST-767523,Manikya Choudhry,Male,21,25,Armed forces logistics/support/administrative officer,No,Yes,India,Chandigarh,,
CUST-487727,Advik Sheth,Male,28,48,Airline pilot,No,No,India,Chandigarh,,
CUST-282886,Bhamini Upadhyay,Male,35,58,English as a foreign language teacher,No,Yes,India,Chandigarh,,
CUST-394087,Nayantara Chander,Male,18,24,"Administrator, charities/voluntary organisations",Yes,No,India,Uttarakhand,,
CUST-602162,Anika Halder,Male,35,57,Government social research officer,Yes,No,India,Uttarakhand,,
CUST-588213,Anay Behl,Male,51,60,Press sub,Yes,No,India,Uttarakhand,,
CUST-544519,Renee Sabharwal,Male,30,48,"Teacher, English as a foreign language",No,No,India,Uttarakhand,,
CUST-685864,Farhan Kalita,Male,26,47,Tax inspector,Yes,No,India,Uttarakhand,,
CUST-323909,Yuvaan Bhandari,Male,27,44,Oncologist,No,No,India,Uttarakhand,,
CUST-684852,Rohan Master,Male,23,26,Nutritional therapist,Yes,No,India,Uttarakhand,,
CUST-212826,Ahana  Bhatia,Male,35,57,Quality manager,Yes,No,India,Uttarakhand,,
CUST-749878,Aarush Chana,Male,20,37,Fine artist,Yes,No,India,Uttarakhand,,
CUST-618432,Sahil Dhawan,Male,39,60,Theatre director,No,No,India,Uttarakhand,,
CUST-432636,Prerak Savant,Male,44,46,Hotel manager,Yes,No,India,Uttarakhand,,
CUST-440508,Ayesha Balan,Male,30,32,Site engineer,Yes,No,India,Uttarakhand,,
CUST-908514,Nehmat Kamdar,Male,59,78,Estate agent,No,No,India,Uttarakhand,,
CUST-597014,Zara Sha,Male,60,66,Ceramics designer,No,No,India,Uttarakhand,,
CUST-170915,Nayantara Rama,Male,40,53,Airline pilot,Yes,No,India,Uttarakhand,,
CUST-733812,Veer Shenoy,Male,34,53,Insurance claims handler,Yes,No,India,Uttarakhand,,
CUST-609816,Shanaya Taneja,Male,50,65,Press sub,Yes,No,India,Uttarakhand,,
CUST-399102,Mannat Hegde,Male,34,53,Senior tax professional/tax inspector,Yes,No,India,Uttarakhand,,
CUST-898590,Pihu Bhavsar,Male,35,57,Medical secretary,No,No,India,Uttarakhand,,
CUST-262729,Diya Bala,Male,24,37,Manufacturing systems engineer,Yes,No,India,Uttarakhand,,
CUST-427206,Misha Madan,Male,21,29,Chartered certified accountant,Yes,No,India,Uttarakhand,,
CUST-572353,Taran Issac,Male,45,52,"Administrator, local government",Yes,No,India,Uttarakhand,,
CUST-900209,Kanav Maharaj,Male,39,61,Personal assistant,No,No,India,Uttarakhand,,
CUST-199960,Shray Jayaraman,Male,57,74,"Scientist, research (life sciences)",Yes,No,India,Uttarakhand,,
CUST-327306,Madhup Butala,Male,40,53,Regulatory affairs officer,No,No,India,Uttarakhand,,
CUST-420073,Ritvik Karpe,Male,59,66,Furniture designer,No,No,India,Uttarakhand,,
CUST-637133,Chirag Bhardwaj,Male,29,47,Politician's assistant,Yes,No,India,Uttarakhand,,
